article_id,similar_images,similarity_scores
594832002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
594912001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
594999011,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
595021001,"[626654002, 595021001, 607427003]","[1.0, 1.0, 1.0]"
595080003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
595115002,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
595124007,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
595175002,"[821756004, 853840001, 821138003]","[1.0, 1.0, 1.0]"
595207001,"[664361001, 456032014, 699453001]","[1.0, 1.0, 1.0]"
595208002,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
595298001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
595435002,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
595487002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
595573002,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
595660004,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
595696024,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
595697005,"[697920011, 500435018, 466917003]","[1.0, 1.0, 1.0]"
595726002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
595779001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
595779002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
596028004,"[756189001, 645022001, 596028004]","[1.0, 1.0, 1.0]"
596218001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
596268001,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
596272001,"[552041001, 636809001, 894941002]","[1.0, 1.0, 1.0]"
596296004,"[811756002, 857812006, 801938001]","[1.0, 1.0, 1.0]"
596312001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
596313002,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
596329010,"[821756004, 853840001, 821138003]","[1.0, 1.0, 1.0]"
596400010,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
596428002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
596589001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
596793001,"[811756002, 857812006, 801938001]","[1.0, 1.0, 1.0]"
596831001,"[779725006, 749485007, 766201001]","[1.0, 1.0, 1.0]"
596832003,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
596849001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
596862001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
596874001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
596877009,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
596926002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
597035001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
597040002,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
597059004,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
597069001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
597073001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
597082002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
597120002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
597153001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
597174002,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
597384002,"[552041001, 636809001, 894941002]","[1.0, 1.0, 1.0]"
597409001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
597471007,"[108775044, 757909004, 757813005]","[0.0, 0.0, 0.0]"
597513003,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
597524001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
597572003,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
597614001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
597649001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
597651002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
597671001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
597671002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
597745002,"[733046002, 597745002, 769008008]","[1.0, 1.0, 1.0]"
597891022,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
597975001,"[622097001, 698264001, 757511004]","[1.0, 1.0, 1.0]"
598298001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
598426001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
598495001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
598515015,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
598515016,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
598517002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
598628001,"[698260001, 684212002, 803986011]","[1.0, 1.0, 1.0]"
598636001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
598665010,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
598755008,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
598755036,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
598782004,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
598795002,"[698260001, 684212002, 803986011]","[1.0, 1.0, 1.0]"
598795019,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
598807004,"[826955001, 533618005, 622560001]","[1.0, 1.0, 1.0]"
598811005,"[821756004, 853840001, 821138003]","[1.0, 1.0, 1.0]"
598820004,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
598877001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
598908003,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
599020005,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
599072001,"[631458003, 599072001, 536901004]","[1.0, 1.0, 1.0]"
599083001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
599090009,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
599102001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
599261001,"[552041001, 636809001, 894941002]","[1.0, 1.0, 1.0]"
599374004,"[879545002, 270375001, 270375004]","[1.0, 1.0, 1.0]"
599502020,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
599580024,"[826955001, 533618005, 622560001]","[1.0, 1.0, 1.0]"
599580055,"[698260001, 684212002, 803986011]","[1.0, 1.0, 1.0]"
599708002,"[659589001, 626263017, 712398001]","[1.0, 1.0, 1.0]"
599716002,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
599716004,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
599718002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
599718013,"[736640004, 742525002, 867943002]","[1.0, 1.0, 1.0]"
599719008,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
599742001,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
599742009,"[108775044, 757909004, 757812001]","[0.0, 0.0, 0.0]"
599752001,"[761699002, 883692009, 763665001]","[1.0, 1.0, 1.0]"
599945002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
599965005,"[485726004, 673214025, 779924003]","[1.0, 1.0, 1.0]"
599977001,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
600043002,"[844745001, 108775044, 757915002]","[1.0, 0.0, 0.0]"
600044002,"[736636001, 757915002, 757813005]","[1.0, 0.0, 0.0]"
600044003,"[698260001, 684212002, 803986011]","[1.0, 1.0, 1.0]"
600044006,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
600044009,"[805806003, 692783005, 881359001]","[1.0, 1.0, 1.0]"
600049001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
600254001,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
600274005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
600274010,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
600470001,"[811756002, 857812006, 801938001]","[1.0, 1.0, 1.0]"
600510001,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
600643001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
600665002,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
600687001,"[691595001, 600687001, 747634002]","[1.0, 1.0, 1.0]"
600689001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
600756001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
600793001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
600868001,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
601113001,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
601113002,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
601114002,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
601199001,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
601296004,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
601337003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
601381002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
601464001,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
601465006,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
601468002,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
601470002,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
601536002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
601595002,"[575324001, 570190001, 910528002]","[1.0, 1.0, 1.0]"
601615002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
601664001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
601728002,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
601753002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
601788001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
601813003,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
601898001,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
602152001,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
602222006,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
602222010,"[736640004, 742525002, 867943002]","[1.0, 1.0, 1.0]"
602293003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
602415003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
602478001,"[736640004, 742525002, 867943002]","[1.0, 1.0, 1.0]"
602489001,"[870434001, 586333001, 813179001]","[1.0, 1.0, 1.0]"
602673025,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
602676002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
602716002,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
603550001,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
603582006,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
603584001,"[782575003, 745969001, 834634001]","[1.0, 1.0, 1.0]"
603781001,"[741537001, 633960001, 740299001]","[1.0, 1.0, 1.0]"
604040002,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
604049001,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
604068014,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
604199007,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
604253001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
604590001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
604640001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
604837005,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
604852001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
604971001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
604988001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605009001,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
605010001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605091004,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
605094012,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
605094024,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
605094025,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
605254001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
605290002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
605378002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
605563002,"[754344001, 777045001, 738230004]","[1.0, 1.0, 1.0]"
605571004,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
605571011,"[870434001, 586333001, 813179001]","[1.0, 1.0, 1.0]"
605607004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605672003,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
605767001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605772001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605788002,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
605797006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605837001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605842001,"[717874003, 701050003, 904198001]","[1.0, 1.0, 1.0]"
605842009,"[853006001, 658880001, 754236004]","[1.0, 1.0, 1.0]"
605882002,"[870434001, 586333001, 813179001]","[1.0, 1.0, 1.0]"
605888001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
605939001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
605970004,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
606022004,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
606025004,"[606025004, 786104001, 776850013]","[1.0, 1.0, 1.0]"
606154006,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
606191001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
606248005,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
606335002,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
606395026,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
606395033,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
606452001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
606512001,"[648973001, 108775044, 757915002]","[1.0, 0.0, 0.0]"
606522002,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
606537001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
606710001,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
606712004,"[666444001, 616976003, 733749006]","[1.0, 1.0, 1.0]"
607060001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
607074001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
607074004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
607145001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
607147001,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
607151001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
607153001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
607154008,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
607224001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
607232001,"[624761002, 834437002, 669999003]","[1.0, 1.0, 1.0]"
607269006,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
607276001,"[710115005, 797343001, 885468002]","[1.0, 1.0, 1.0]"
607303005,"[722970003, 910432001, 832884008]","[1.0, 1.0, 1.0]"
607338002,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
607347007,"[782575003, 745969001, 834634001]","[1.0, 1.0, 1.0]"
607365003,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
607369002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
607375001,"[701307004, 814118013, 616763002]","[1.0, 1.0, 1.0]"
607390004,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
607392001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
607392002,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
607392004,"[736765001, 678421004, 654910001]","[1.0, 1.0, 1.0]"
607427002,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
607427003,"[626654002, 595021001, 607427003]","[1.0, 1.0, 1.0]"
607503002,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
607541004,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
607642002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
607642009,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
607704002,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
607764002,"[701981001, 631492005, 668628001]","[1.0, 1.0, 1.0]"
607765001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
607833001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
607834007,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
607834008,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
607844002,"[607844002, 556763001, 869617001]","[1.0, 1.0, 1.0]"
608018001,"[609355013, 651015001, 745475014]","[1.0, 1.0, 1.0]"
608018002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
608069001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
608069008,"[805806003, 692783005, 881359001]","[1.0, 1.0, 1.0]"
608069028,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
608352002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
608381004,"[840350002, 794221011, 772565024]","[1.0, 1.0, 1.0]"
608416002,"[608416002, 711476002, 683045001]","[1.0, 1.0, 1.0]"
608438002,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
608483002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
608596003,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
608610003,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
608776009,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
608776022,"[782575003, 745969001, 834634001]","[1.0, 1.0, 1.0]"
608776027,"[527718001, 741261006, 827839002]","[1.0, 1.0, 1.0]"
608789006,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
608834002,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
608893002,"[108775044, 757915002, 757813005]","[0.0, 0.0, 0.0]"
608936001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
608941001,"[624761002, 834437002, 669999003]","[1.0, 1.0, 1.0]"
608943021,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
608943026,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
608998001,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
608999002,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
609015001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
609019003,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
609019004,"[796059001, 703775001, 573716013]","[1.0, 1.0, 1.0]"
609109001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
609146001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
609176001,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
609184006,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
609184012,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
609185008,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
609185014,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
609185019,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
609318001,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
609355013,"[609355013, 651015001, 745475014]","[1.0, 1.0, 1.0]"
609362003,"[805806003, 692783005, 881359001]","[1.0, 1.0, 1.0]"
609414001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
609483010,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
609598007,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
609626004,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
609646001,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
609655001,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
609762001,"[872400001, 711648004, 787178001]","[1.0, 1.0, 1.0]"
609764003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
609813007,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
609907001,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
609938003,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
610051001,"[840350002, 794221011, 772565024]","[1.0, 1.0, 1.0]"
610075002,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
610117003,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
610182001,"[477515013, 714900001, 621018003]","[1.0, 1.0, 1.0]"
610185002,"[832887002, 716746002, 798890001]","[1.0, 1.0, 1.0]"
610186001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
610249001,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
610274008,"[861600002, 547636001, 839824002]","[1.0, 1.0, 1.0]"
610305001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
610568007,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
610617001,"[527718001, 741261006, 827839002]","[1.0, 1.0, 1.0]"
610711001,"[661399006, 600254001, 902869001]","[1.0, 1.0, 1.0]"
610725001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
610729003,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
610730024,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
610776024,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
610776082,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
610788004,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
610801001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
610958001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
610977001,"[869095002, 869005001, 733668003]","[1.0, 1.0, 1.0]"
610986001,"[189616015, 630915001, 696769002]","[1.0, 1.0, 1.0]"
611007001,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
611030002,"[527718001, 741261006, 827839002]","[1.0, 1.0, 1.0]"
611032002,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
611144031,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
611145016,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
611188001,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
611201003,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
611216003,"[514865004, 548986001, 813421004]","[1.0, 1.0, 1.0]"
611218001,"[741356005, 729928018, 497664024]","[1.0, 1.0, 1.0]"
611258001,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
611364001,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
611388001,"[622963003, 822359002, 622963013]","[1.0, 1.0, 1.0]"
611415003,"[860978001, 792231001, 559076002]","[1.0, 1.0, 1.0]"
611415035,"[860978001, 792231001, 559076002]","[1.0, 1.0, 1.0]"
611479002,"[686127006, 453272057, 858640004]","[1.0, 1.0, 1.0]"
611500001,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
611503010,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
611503017,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
611503020,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
611503037,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
611522007,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
611553001,"[570579006, 647881002, 830489001]","[1.0, 1.0, 1.0]"
611561007,"[872000001, 696279001, 811756004]","[1.0, 1.0, 1.0]"
611569008,"[799658001, 824209003, 640252001]","[1.0, 1.0, 1.0]"
611570004,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
611584004,"[798288004, 355072001, 541286032]","[1.0, 1.0, 1.0]"
611615009,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
611785002,"[784458001, 808852002, 625144001]","[1.0, 1.0, 1.0]"
611838004,"[733318002, 677561001, 625075004]","[1.0, 1.0, 1.0]"
611856001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
611907001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
611910008,"[609646001, 588588010, 500435120]","[1.0, 1.0, 1.0]"
611910009,"[797383001, 888728007, 816919014]","[1.0, 1.0, 1.0]"
611922001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
611929005,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
611929009,"[607369002, 607145001, 607151001]","[1.0, 1.0, 1.0]"
611948001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
612004002,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
612064003,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
612077002,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
612077005,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
612122001,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
612124003,"[701981001, 631492005, 668628001]","[1.0, 1.0, 1.0]"
612170001,"[499334003, 392220001, 695341001]","[1.0, 1.0, 1.0]"
612204001,"[728345001, 638224002, 873660002]","[1.0, 1.0, 1.0]"
612358001,"[827907013, 855706003, 743223003]","[1.0, 1.0, 1.0]"
612455001,"[754344001, 777045001, 738230004]","[1.0, 1.0, 1.0]"
612509001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
612509005,"[744117015, 731512007, 804955002]","[1.0, 1.0, 1.0]"
612514001,"[733793001, 854384001, 812375027]","[1.0, 1.0, 1.0]"
612514005,"[586218005, 757964002, 757871001]","[1.0, 0.0, 0.0]"
612730003,"[108775044, 758126002, 757813005]","[0.0, 0.0, 0.0]"
612800010,"[561355004, 668012002, 668484004]","[1.0, 1.0, 1.0]"
612864001,"[821756004, 853840001, 821138003]","[1.0, 1.0, 1.0]"
612882002,"[624761002, 834437002, 669999003]","[1.0, 1.0, 1.0]"
612903001,"[655764001, 741829004, 686126002]","[1.0, 1.0, 1.0]"
612906001,"[801751001, 523558007, 565202003]","[1.0, 1.0, 1.0]"
